# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
1,FS,2884,5:36.605.840,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2885,5:37.528.682,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2886,5:36.637.855,895.991.333 ms,7 B,,49,01,IN txn   [28 POLL],80 80 80 80 0F 04 00
1,FS,2887,5:36.637.855,863.982.916 ms,,,49,01,   [28 IN-NAK],
1,FS,2888,5:37.533.834,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2889,5:37.533.838,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2890,5:37.533.846,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2891,5:38.437.687,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2892,5:37.565.861,895.990.833 ms,7 B,,49,01,IN txn   [28 POLL],80 80 80 80 0F 00 00
1,FS,2893,5:37.565.861,863.982.416 ms,,,49,01,   [28 IN-NAK],
1,FS,2894,5:38.461.840,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2895,5:38.461.843,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2896,5:38.461.851,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2897,5:39.280.691,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2898,5:38.493.848,800.008.583 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,2899,5:38.493.848,768.000.166 ms,,,49,01,   [25 IN-NAK],
1,FS,2900,5:39.293.845,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2901,5:39.293.848,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2902,5:39.293.856,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2903,5:39.893.694,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2904,5:39.325.853,576.007.250 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 00 00
1,FS,2905,5:39.325.853,543.998.833 ms,,,49,01,   [18 IN-NAK],
1,FS,2906,5:39.901.848,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2907,5:39.901.851,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2908,5:39.901.859,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2909,5:40.470.697,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2910,5:39.933.857,544.006.416 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,2911,5:39.933.857,511.998.083 ms,,,49,01,   [17 IN-NAK],
1,FS,2912,5:40.477.852,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2913,5:40.477.855,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2914,5:40.477.863,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2915,5:41.213.701,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2916,5:40.509.860,704.008.000 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 00 00
1,FS,2917,5:40.509.860,671.999.666 ms,,,49,01,   [22 IN-NAK],
1,FS,2918,5:41.213.856,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2919,5:41.213.859,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2920,5:41.213.867,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2921,5:41.848.705,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2922,5:41.245.865,608.007.166 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 04 00
1,FS,2923,5:41.245.865,575.998.750 ms,,,49,01,   [19 IN-NAK],
1,FS,2924,5:41.853.860,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2925,5:41.853.863,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2926,5:41.853.871,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2927,5:42.730.709,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2928,5:41.885.868,864.009.000 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 00 00
1,FS,2929,5:41.885.868,832.000.583 ms,,,49,01,   [27 IN-NAK],
1,FS,2930,5:42.749.865,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2931,5:42.749.868,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2932,5:42.749.876,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2933,5:43.723.715,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2934,5:42.781.889,959.993.666 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 04 00
1,FS,2935,5:42.781.889,927.985.166 ms,,,49,01,   [30 IN-NAK],
1,FS,2936,5:43.741.871,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2937,5:43.741.874,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2938,5:43.741.882,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2939,5:44.379.718,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2940,5:43.773.879,608.007.750 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,2941,5:43.773.879,575.999.333 ms,,,49,01,   [19 IN-NAK],
1,FS,2942,5:44.381.875,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2943,5:44.381.878,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2944,5:44.381.886,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2945,5:45.362.723,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2946,5:44.413.875,960.017.250 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 04 00
1,FS,2947,5:44.413.875,928.008.750 ms,,,49,01,   [30 IN-NAK],
1,FS,2948,5:45.373.880,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2949,5:45.373.884,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2950,5:45.373.892,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2951,5:46.044.727,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2952,5:45.405.881,640.015.833 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 00 00
1,FS,2953,5:45.405.881,608.007.416 ms,,,49,01,   [20 IN-NAK],
1,FS,2954,5:46.045.884,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2955,5:46.045.888,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2956,5:46.045.896,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2957,5:46.754.731,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2958,5:46.077.894,704.006.666 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 04 00
1,FS,2959,5:46.077.894,671.998.250 ms,,,49,01,   [22 IN-NAK],
1,FS,2960,5:46.781.889,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2961,5:46.781.892,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2962,5:46.781.900,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2963,5:47.404.734,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2964,5:46.813.898,608.006.750 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,2965,5:46.813.898,575.998.250 ms,,,49,01,   [19 IN-NAK],
1,FS,2966,5:47.421.892,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2967,5:47.421.896,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2968,5:47.421.904,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2969,5:48.059.738,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2970,5:47.453.901,608.007.500 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 04 00
1,FS,2971,5:47.453.901,575.999.083 ms,,,49,01,   [19 IN-NAK],
1,FS,2972,5:48.061.896,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2973,5:48.061.900,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2974,5:48.061.907,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2975,5:48.480.740,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2976,5:48.093.905,416.006.333 ms,7 B,,49,01,IN txn   [13 POLL],80 80 80 80 0F 00 00
1,FS,2977,5:48.093.905,383.997.916 ms,,,49,01,   [13 IN-NAK],
1,FS,2978,5:48.509.899,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2979,5:48.509.902,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2980,5:48.509.910,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2981,5:48.915.742,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2982,5:48.541.899,384.014.333 ms,7 B,,49,01,IN txn   [12 POLL],80 80 80 80 0F 04 00
1,FS,2983,5:48.541.899,352.005.916 ms,,,49,01,   [12 IN-NAK],
1,FS,2984,5:48.925.901,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2985,5:48.925.905,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2986,5:48.925.913,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2987,5:49.788.747,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,2988,5:48.957.901,832.016.916 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 00 00
1,FS,2989,5:48.957.901,800.008.500 ms,,,49,01,   [26 IN-NAK],
1,FS,2990,5:49.789.906,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2991,5:49.789.910,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,2992,5:49.789.918,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2993,5:50.340.750,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,2994,5:49.821.931,543.991.166 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,2995,5:49.821.931,511.982.750 ms,,,49,01,   [17 IN-NAK],
1,FS,2996,5:50.365.910,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,2997,5:50.365.913,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,2998,5:50.365.921,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,2999,5:50.949.753,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3000,5:50.397.918,576.007.333 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 00 00
1,FS,3001,5:50.397.918,543.998.916 ms,,,49,01,   [18 IN-NAK],
1,FS,3002,5:50.973.913,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3003,5:50.973.917,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3004,5:50.973.925,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3005,5:51.523.756,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3006,5:51.005.921,544.007.500 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,3007,5:51.005.921,511.999.166 ms,,,49,01,   [17 IN-NAK],
1,FS,3008,5:51.549.917,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3009,5:51.549.920,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3010,5:51.549.928,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3011,5:52.176.759,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3012,5:51.581.917,608.015.583 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,3013,5:51.581.917,576.007.250 ms,,,49,01,   [19 IN-NAK],
1,FS,3014,5:52.189.920,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3015,5:52.189.924,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3016,5:52.189.932,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3017,5:53.151.765,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3018,5:52.221.930,960.008.083 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 04 00
1,FS,3019,5:52.221.930,927.999.750 ms,,,49,01,   [30 IN-NAK],
1,FS,3020,5:53.181.926,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3021,5:53.181.930,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3022,5:53.181.938,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3023,5:54.106.770,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3024,5:53.213.935,896.009.166 ms,7 B,,49,01,IN txn   [28 POLL],80 80 80 80 0F 00 00
1,FS,3025,5:53.213.935,864.000.833 ms,,,49,01,   [28 IN-NAK],
1,FS,3026,5:54.109.932,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3027,5:54.109.935,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3028,5:54.109.943,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3029,5:54.805.774,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3030,5:54.141.940,672.007.750 ms,7 B,,49,01,IN txn   [21 POLL],80 80 80 80 0F 04 00
1,FS,3031,5:54.141.940,639.999.416 ms,,,49,01,   [21 IN-NAK],
1,FS,3032,5:54.813.936,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3033,5:54.813.939,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3034,5:54.813.947,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3035,5:55.562.777,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3036,5:54.845.961,735.991.750 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 00 00
1,FS,3037,5:54.845.961,703.983.333 ms,,,49,01,   [23 IN-NAK],
1,FS,3038,5:55.581.940,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3039,5:55.581.944,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3040,5:55.581.952,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3041,5:56.244.781,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3042,5:55.613.949,640.007.666 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 04 00
1,FS,3043,5:55.613.949,607.999.166 ms,,,49,01,   [20 IN-NAK],
1,FS,3044,5:56.253.944,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3045,5:56.253.948,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3046,5:56.253.956,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3047,5:57.149.786,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3048,5:56.285.953,864.009.083 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 00 00
1,FS,3049,5:56.285.953,832.000.583 ms,,,49,01,   [27 IN-NAK],
1,FS,3050,5:57.149.950,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3051,5:57.149.953,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3052,5:57.149.961,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3053,5:58.138.791,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3054,5:57.181.951,960.016.166 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 04 00
1,FS,3055,5:57.181.951,928.007.750 ms,,,49,01,   [30 IN-NAK],
1,FS,3056,5:58.141.955,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3057,5:58.141.959,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3058,5:58.141.967,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3059,5:58.623.794,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3060,5:58.173.963,480.007.000 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 00 00
1,FS,3061,5:58.173.963,447.998.583 ms,,,49,01,   [15 IN-NAK],
1,FS,3062,5:58.653.958,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3063,5:58.653.962,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3064,5:58.653.970,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3065,5:59.162.797,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3066,5:58.685.967,480.006.666 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 04 00
1,FS,3067,5:58.685.967,447.998.250 ms,,,49,01,   [15 IN-NAK],
1,FS,3068,5:59.165.961,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3069,5:59.165.965,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3070,5:59.165.973,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3071,5:59.930.801,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3072,5:59.197.971,736.007.166 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 00 00
1,FS,3073,5:59.197.971,703.998.750 ms,,,49,01,   [23 IN-NAK],
1,FS,3074,5:59.933.966,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3075,5:59.933.969,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3076,5:59.933.977,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3077,6:00.827.805,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3078,5:59.965.974,864.009.000 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 04 00
1,FS,3079,5:59.965.974,832.000.583 ms,,,49,01,   [27 IN-NAK],
1,FS,3080,6:00.829.971,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3081,6:00.829.975,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3082,6:00.829.983,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3083,6:01.358.808,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3084,6:00.861.974,512.012.750 ms,7 B,,49,01,IN txn   [16 POLL],80 80 80 80 0F 00 00
1,FS,3085,6:00.861.974,480.004.333 ms,,,49,01,   [16 IN-NAK],
1,FS,3086,6:01.373.974,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3087,6:01.373.978,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3088,6:01.373.986,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3089,6:02.342.814,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3090,6:01.405.982,960.009.916 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 04 00
1,FS,3091,6:01.405.982,928.001.500 ms,,,49,01,   [30 IN-NAK],
1,FS,3092,6:02.365.980,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3093,6:02.365.984,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3094,6:02.365.992,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3095,6:02.926.817,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3096,6:02.397.990,544.006.000 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 00 00
1,FS,3097,6:02.397.990,511.997.666 ms,,,49,01,   [17 IN-NAK],
1,FS,3098,6:02.941.984,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3099,6:02.941.987,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3100,6:02.941.995,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3101,6:03.572.820,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3102,6:02.973.992,608.007.666 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 04 00
1,FS,3103,6:02.973.992,575.999.250 ms,,,49,01,   [19 IN-NAK],
1,FS,3104,6:03.581.987,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3105,6:03.581.991,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3106,6:03.581.999,833 ns,1 B,,49,01,   ACK packet,D2
0,FS,3107,6:04.225.823,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3108,6:03.614.013,639.990.416 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 00 00
1,FS,3109,6:03.614.013,607.982.083 ms,,,49,01,   [20 IN-NAK],
1,FS,3110,6:04.253.991,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3111,6:04.253.995,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3112,6:04.254.003,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3113,6:04.708.826,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3114,6:04.285.998,448.007.833 ms,7 B,,49,01,IN txn   [14 POLL],80 80 80 80 0F 04 00
1,FS,3115,6:04.285.998,415.999.416 ms,,,49,01,   [14 IN-NAK],
1,FS,3116,6:04.733.994,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3117,6:04.733.998,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3118,6:04.734.005,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3119,6:05.163.828,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3120,6:04.765.996,416.012.500 ms,7 B,,49,01,IN txn   [13 POLL],80 80 80 80 0F 00 00
1,FS,3121,6:04.765.996,384.004.083 ms,,,49,01,   [13 IN-NAK],
1,FS,3122,6:05.181.997,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3123,6:05.182.000,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3124,6:05.182.008,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3125,6:05.934.833,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3126,6:05.214.005,736.008.250 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 04 00
1,FS,3127,6:05.214.005,703.999.833 ms,,,49,01,   [23 IN-NAK],
1,FS,3128,6:05.950.001,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3129,6:05.950.005,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3130,6:05.950.013,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3131,6:06.849.837,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3132,6:05.982.010,896.009.083 ms,7 B,,49,01,IN txn   [28 POLL],80 80 80 80 0F 00 00
1,FS,3133,6:05.982.010,864.000.750 ms,,,49,01,   [28 IN-NAK],
1,FS,3134,6:06.878.007,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3135,6:06.878.010,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3136,6:06.878.018,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3137,6:07.638.842,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3138,6:06.910.015,736.008.250 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 04 00
1,FS,3139,6:06.910.015,703.999.833 ms,,,49,01,   [23 IN-NAK],
1,FS,3140,6:07.646.011,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3141,6:07.646.015,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3142,6:07.646.023,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3143,6:08.069.844,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3144,6:07.678.020,416.005.916 ms,7 B,,49,01,IN txn   [13 POLL],80 80 80 80 0F 00 00
1,FS,3145,6:07.678.020,383.997.500 ms,,,49,01,   [13 IN-NAK],
1,FS,3146,6:08.094.014,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3147,6:08.094.017,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,3148,6:08.094.025,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3149,6:08.870.848,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,3150,6:08.126.022,768.008.166 ms,7 B,,49,01,IN txn   [24 POLL],80 80 80 80 0F 04 00
1,FS,3151,6:08.126.022,735.999.833 ms,,,49,01,   [24 IN-NAK],
1,FS,3152,6:08.894.019,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,3153,6:08.894.022,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,3154,6:08.894.030,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,3155,6:09.770.853,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,3156,6:08.926.027,864.009.000 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 00 00
1,FS,3157,6:08.926.027,832.000.583 ms,,,49,01,   [27 IN-NAK],
1,FS,3158,6:09.790.024,2.083 us,3 B,,49,01,   IN packet,69 B1 30
