# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
0,FS,1032,1:58.300.549,864.009.000 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 00 00
1,FS,1033,1:58.300.549,832.000.583 ms,,,49,01,   [27 IN-NAK],
1,FS,1034,1:59.164.546,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1035,1:59.164.550,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1036,1:59.164.557,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1037,2:00.113.536,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1038,1:59.196.571,927.993.083 ms,7 B,,49,01,IN txn   [29 POLL],80 80 80 80 0F 04 00
1,FS,1039,1:59.196.571,895.984.750 ms,,,49,01,   [29 IN-NAK],
1,FS,1040,2:00.124.552,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1041,2:00.124.555,6.666 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1042,2:00.124.563,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1043,2:01.100.541,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1044,2:00.156.577,959.992.250 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 00 00
1,FS,1045,2:00.156.577,927.983.833 ms,,,49,01,   [30 IN-NAK],
1,FS,1046,2:01.116.558,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1047,2:01.116.561,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1048,2:01.116.569,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1049,2:01.505.543,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1050,2:01.148.567,384.004.833 ms,7 B,,49,01,IN txn   [12 POLL],80 80 80 80 0F 04 00
1,FS,1051,2:01.148.567,351.996.416 ms,,,49,01,   [12 IN-NAK],
1,FS,1052,2:01.532.560,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1053,2:01.532.563,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1054,2:01.532.571,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1055,2:02.201.547,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1056,2:01.564.570,640.006.000 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 00 00
1,FS,1057,2:01.564.570,607.997.583 ms,,,49,01,   [20 IN-NAK],
1,FS,1058,2:02.204.564,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1059,2:02.204.567,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1060,2:02.204.575,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1061,2:02.809.550,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1062,2:02.236.564,576.015.333 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 04 00
1,FS,1063,2:02.236.564,544.006.916 ms,,,49,01,   [18 IN-NAK],
1,FS,1064,2:02.812.567,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1065,2:02.812.571,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1066,2:02.812.579,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1067,2:03.323.553,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1068,2:02.844.592,479.990.416 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 00 00
1,FS,1069,2:02.844.592,447.982.000 ms,,,49,01,   [15 IN-NAK],
1,FS,1070,2:03.324.570,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1071,2:03.324.574,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1072,2:03.324.582,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1073,2:04.171.557,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1074,2:03.356.580,832.007.833 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 04 00
1,FS,1075,2:03.356.580,799.999.250 ms,,,49,01,   [26 IN-NAK],
1,FS,1076,2:04.188.575,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1077,2:04.188.579,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1078,2:04.188.587,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1079,2:04.796.560,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1080,2:04.220.584,608.007.500 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,1081,2:04.220.584,575.999.083 ms,,,49,01,   [19 IN-NAK],
1,FS,1082,2:04.828.579,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1083,2:04.828.582,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1084,2:04.828.590,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1085,2:05.399.564,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1086,2:04.860.592,544.002.500 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,1087,2:04.860.592,511.994.083 ms,,,49,01,   [17 IN-NAK],
1,FS,1088,2:05.404.582,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1089,2:05.404.586,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1090,2:05.404.594,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1091,2:06.062.567,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1092,2:05.436.608,639.990.583 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 00 00
1,FS,1093,2:05.436.608,607.982.166 ms,,,49,01,   [20 IN-NAK],
1,FS,1094,2:06.076.586,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1095,2:06.076.590,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1096,2:06.076.598,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1097,2:06.795.571,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1098,2:06.108.596,704.006.916 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 04 00
1,FS,1099,2:06.108.596,671.998.500 ms,,,49,01,   [22 IN-NAK],
1,FS,1100,2:06.812.591,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1101,2:06.812.594,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1102,2:06.812.602,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1103,2:07.784.576,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1104,2:06.844.599,960.009.416 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 00 00
1,FS,1105,2:06.844.599,928.001.083 ms,,,49,01,   [30 IN-NAK],
1,FS,1106,2:07.804.596,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1107,2:07.804.600,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1108,2:07.804.608,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1109,2:08.263.578,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1110,2:07.836.605,448.006.500 ms,7 B,,49,01,IN txn   [14 POLL],80 80 80 80 0F 04 00
1,FS,1111,2:07.836.605,415.998.000 ms,,,49,01,   [14 IN-NAK],
1,FS,1112,2:08.284.599,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1113,2:08.284.603,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1114,2:08.284.611,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1115,2:08.903.582,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1116,2:08.316.608,608.007.333 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,1117,2:08.316.608,575.999.000 ms,,,49,01,   [19 IN-NAK],
1,FS,1118,2:08.924.603,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1119,2:08.924.606,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1120,2:08.924.614,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1121,2:09.328.584,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1122,2:08.956.611,384.006.416 ms,7 B,,49,01,IN txn   [12 POLL],80 80 80 80 0F 04 00
1,FS,1123,2:08.956.611,351.998.000 ms,,,49,01,   [12 IN-NAK],
1,FS,1124,2:09.340.605,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1125,2:09.340.609,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1126,2:09.340.617,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1127,2:09.833.586,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1128,2:09.372.613,480.007.166 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 00 00
1,FS,1129,2:09.372.613,447.998.750 ms,,,49,01,   [15 IN-NAK],
1,FS,1130,2:09.852.608,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1131,2:09.852.612,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1132,2:09.852.620,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1133,2:10.687.591,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1134,2:09.884.608,832.016.833 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 04 00
1,FS,1135,2:09.884.608,800.008.500 ms,,,49,01,   [26 IN-NAK],
1,FS,1136,2:10.716.613,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1137,2:10.716.617,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1138,2:10.716.625,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1139,2:11.579.595,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1140,2:10.748.621,832.009.083 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 00 00
1,FS,1141,2:10.748.621,800.000.666 ms,,,49,01,   [26 IN-NAK],
1,FS,1142,2:11.580.618,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1143,2:11.580.622,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1144,2:11.580.630,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1145,2:12.448.600,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1146,2:11.612.627,864.008.416 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 04 00
1,FS,1147,2:11.612.627,832.000.083 ms,,,49,01,   [27 IN-NAK],
1,FS,1148,2:12.476.624,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1149,2:12.476.627,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1150,2:12.476.635,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1151,2:13.208.604,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1152,2:12.508.633,704.007.000 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 00 00
1,FS,1153,2:12.508.633,671.998.583 ms,,,49,01,   [22 IN-NAK],
1,FS,1154,2:13.212.628,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1155,2:13.212.631,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1156,2:13.212.639,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1157,2:13.872.607,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1158,2:13.244.648,639.995.583 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 04 00
1,FS,1159,2:13.244.648,607.987.166 ms,,,49,01,   [20 IN-NAK],
1,FS,1160,2:13.884.632,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1161,2:13.884.635,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1162,2:13.884.643,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1163,2:14.571.611,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1164,2:13.916.640,672.008.083 ms,7 B,,49,01,IN txn   [21 POLL],80 80 80 80 0F 00 00
1,FS,1165,2:13.916.640,639.999.666 ms,,,49,01,   [21 IN-NAK],
1,FS,1166,2:14.588.636,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1167,2:14.588.639,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1168,2:14.588.647,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1169,2:15.141.614,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1170,2:14.620.636,544.015.250 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,1171,2:14.620.636,512.006.833 ms,,,49,01,   [17 IN-NAK],
1,FS,1172,2:15.164.639,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1173,2:15.164.643,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1174,2:15.164.651,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1175,2:15.775.617,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1176,2:15.196.647,608.007.833 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,1177,2:15.196.647,575.999.416 ms,,,49,01,   [19 IN-NAK],
1,FS,1178,2:15.804.643,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1179,2:15.804.646,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1180,2:15.804.654,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1181,2:16.523.621,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1182,2:15.836.643,704.016.166 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 04 00
1,FS,1183,2:15.836.643,672.007.750 ms,,,49,01,   [22 IN-NAK],
1,FS,1184,2:16.540.647,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1185,2:16.540.651,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1186,2:16.540.659,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1187,2:17.364.625,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1188,2:16.572.672,799.992.083 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 00 00
1,FS,1189,2:16.572.672,767.983.666 ms,,,49,01,   [25 IN-NAK],
1,FS,1190,2:17.372.652,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1191,2:17.372.656,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1192,2:17.372.664,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1193,2:17.904.628,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1194,2:17.404.678,511.989.250 ms,7 B,,49,01,IN txn   [16 POLL],80 80 80 80 0F 04 00
1,FS,1195,2:17.404.678,479.980.833 ms,,,49,01,   [16 IN-NAK],
1,FS,1196,2:17.916.655,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1197,2:17.916.659,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1198,2:17.916.667,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1199,2:18.784.633,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1200,2:17.948.656,864.016.583 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 00 00
1,FS,1201,2:17.948.656,832.008.166 ms,,,49,01,   [27 IN-NAK],
1,FS,1202,2:18.812.661,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1203,2:18.812.664,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1204,2:18.812.672,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1205,2:19.500.637,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1206,2:18.844.669,672.008.333 ms,7 B,,49,01,IN txn   [21 POLL],80 80 80 80 0F 04 00
1,FS,1207,2:18.844.669,639.999.916 ms,,,49,01,   [21 IN-NAK],
1,FS,1208,2:19.516.665,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1209,2:19.516.668,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1210,2:19.516.676,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1211,2:20.285.641,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1212,2:19.548.690,767.991.333 ms,7 B,,49,01,IN txn   [24 POLL],80 80 80 80 0F 00 00
1,FS,1213,2:19.548.690,735.982.916 ms,,,49,01,   [24 IN-NAK],
1,FS,1214,2:20.316.670,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1215,2:20.316.673,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1216,2:20.316.681,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1217,2:20.761.643,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1218,2:20.348.678,416.006.000 ms,7 B,,49,01,IN txn   [13 POLL],80 80 80 80 0F 04 00
1,FS,1219,2:20.348.678,383.997.583 ms,,,49,01,   [13 IN-NAK],
1,FS,1220,2:20.764.672,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1221,2:20.764.676,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1222,2:20.764.684,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1223,2:21.547.647,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1224,2:20.796.681,768.008.416 ms,7 B,,49,01,IN txn   [24 POLL],80 80 80 80 0F 00 00
1,FS,1225,2:20.796.681,736.000.000 ms,,,49,01,   [24 IN-NAK],
1,FS,1226,2:21.564.677,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1227,2:21.564.680,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1228,2:21.564.688,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1229,2:22.279.651,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1230,2:21.596.686,704.007.000 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 04 00
1,FS,1231,2:21.596.686,671.998.583 ms,,,49,01,   [22 IN-NAK],
1,FS,1232,2:22.300.681,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1233,2:22.300.685,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1234,2:22.300.693,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1235,2:22.750.653,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1236,2:22.332.690,448.006.166 ms,7 B,,49,01,IN txn   [14 POLL],80 80 80 80 0F 00 00
1,FS,1237,2:22.332.690,415.997.750 ms,,,49,01,   [14 IN-NAK],
1,FS,1238,2:22.780.684,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1239,2:22.780.687,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1240,2:22.780.695,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1241,2:23.248.656,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1242,2:22.812.710,447.988.833 ms,7 B,,49,01,IN txn   [14 POLL],80 80 80 80 0F 04 00
1,FS,1243,2:22.812.710,415.980.500 ms,,,49,01,   [14 IN-NAK],
1,FS,1244,2:23.260.687,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1245,2:23.260.690,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1246,2:23.260.698,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1247,2:23.846.659,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1248,2:23.292.712,575.990.333 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 00 00
1,FS,1249,2:23.292.712,543.982.000 ms,,,49,01,   [18 IN-NAK],
1,FS,1250,2:23.868.691,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1251,2:23.868.694,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1252,2:23.868.702,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1253,2:24.695.664,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1254,2:23.900.691,800.016.750 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,1255,2:23.900.691,768.008.500 ms,,,49,01,   [25 IN-NAK],
1,FS,1256,2:24.700.695,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1257,2:24.700.699,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1258,2:24.700.707,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1259,2:25.420.667,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1260,2:24.732.704,704.008.083 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 00 00
1,FS,1261,2:24.732.704,671.999.666 ms,,,49,01,   [22 IN-NAK],
1,FS,1262,2:25.436.700,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1263,2:25.436.703,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1264,2:25.436.711,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1265,2:26.105.671,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1266,2:25.468.700,640.015.833 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 04 00
1,FS,1267,2:25.468.700,608.007.416 ms,,,49,01,   [20 IN-NAK],
1,FS,1268,2:26.108.704,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1269,2:26.108.707,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1270,2:26.108.715,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1271,2:26.588.673,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1272,2:26.140.704,480.014.916 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 00 00
1,FS,1273,2:26.140.704,448.006.500 ms,,,49,01,   [15 IN-NAK],
1,FS,1274,2:26.620.707,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1275,2:26.620.710,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1276,2:26.620.718,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1277,2:27.428.678,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1278,2:26.652.715,800.008.500 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,1279,2:26.652.715,768.000.083 ms,,,49,01,   [25 IN-NAK],
1,FS,1280,2:27.452.712,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1281,2:27.452.715,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1282,2:27.452.723,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1283,2:28.233.682,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1284,2:27.484.721,768.007.833 ms,7 B,,49,01,IN txn   [24 POLL],80 80 80 80 0F 00 00
1,FS,1285,2:27.484.721,735.999.416 ms,,,49,01,   [24 IN-NAK],
1,FS,1286,2:28.252.717,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1287,2:28.252.720,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1288,2:28.252.728,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1289,2:28.846.685,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1290,2:28.284.725,576.007.083 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 04 00
1,FS,1291,2:28.284.725,543.998.666 ms,,,49,01,   [18 IN-NAK],
1,FS,1292,2:28.860.720,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1293,2:28.860.724,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1294,2:28.860.731,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1295,2:29.636.689,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,1296,2:28.892.729,768.008.416 ms,7 B,,49,01,IN txn   [24 POLL],80 80 80 80 0F 00 00
1,FS,1297,2:28.892.729,736.000.000 ms,,,49,01,   [24 IN-NAK],
1,FS,1298,2:29.660.725,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1299,2:29.660.728,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,1300,2:29.660.736,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,1301,2:30.343.693,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,1302,2:29.692.744,671.996.750 ms,7 B,,49,01,IN txn   [21 POLL],80 80 80 80 0F 04 00
1,FS,1303,2:29.692.744,639.988.333 ms,,,49,01,   [21 IN-NAK],
1,FS,1304,2:30.364.729,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,1305,2:30.364.732,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,1306,2:30.364.740,750 ns,1 B,,49,01,   ACK packet,D2
