# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
1,HS,5397,10:40.867.477,763.744.500 ms,,,48,02,   [6111 IN-NAK],
1,HS,5398,10:41.631.346,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5399,10:41.631.346,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5400,10:41.631.347,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5401,10:42.170.220,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5402,10:41.631.481,538.868.966 ms,12 B,,48,02,IN txn   [4311 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5403,10:41.631.481,538.743.266 ms,,,48,02,   [4311 IN-NAK],
1,HS,5404,10:42.170.349,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5405,10:42.170.350,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5406,10:42.170.350,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5407,10:42.997.225,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5408,10:42.170.485,826.870.750 ms,12 B,,48,02,IN txn   [6615 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5409,10:42.170.485,826.745.033 ms,,,48,02,   [6615 IN-NAK],
1,HS,5410,10:42.997.354,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5411,10:42.997.355,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5412,10:42.997.355,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5413,10:43.502.228,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5414,10:42.997.482,504.876.416 ms,12 B,,48,02,IN txn   [4039 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5415,10:42.997.482,504.750.716 ms,,,48,02,   [4039 IN-NAK],
1,HS,5416,10:43.502.357,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5417,10:43.502.358,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5418,10:43.502.359,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5419,10:44.296.232,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5420,10:43.502.493,793.870.483 ms,12 B,,48,02,IN txn   [6351 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5421,10:43.502.493,793.744.766 ms,,,48,02,   [6351 IN-NAK],
1,HS,5422,10:44.296.362,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5423,10:44.296.363,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5424,10:44.296.363,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5425,10:45.163.237,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5426,10:44.296.498,866.870.933 ms,12 B,,48,02,IN txn   [6935 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5427,10:44.296.498,866.745.233 ms,,,48,02,   [6935 IN-NAK],
1,HS,5428,10:45.163.368,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5429,10:45.163.368,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5430,10:45.163.369,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5431,10:45.829.241,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5432,10:45.163.493,665.879.783 ms,12 B,,48,02,IN txn   [5327 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5433,10:45.163.493,665.754.100 ms,,,48,02,   [5327 IN-NAK],
1,HS,5434,10:45.829.372,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5435,10:45.829.372,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5436,10:45.829.373,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5437,10:46.814.247,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5438,10:45.829.507,984.871.700 ms,12 B,,48,02,IN txn   [7879 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5439,10:45.829.507,984.746.000 ms,,,48,02,   [7879 IN-NAK],
1,HS,5440,10:46.814.378,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5441,10:46.814.378,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5442,10:46.814.379,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5443,10:47.782.252,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5444,10:46.814.513,967.871.550 ms,12 B,,48,02,IN txn   [7743 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5445,10:46.814.513,967.745.850 ms,,,48,02,   [7743 IN-NAK],
1,HS,5446,10:47.782.384,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5447,10:47.782.384,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5448,10:47.782.385,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5449,10:48.278.255,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5450,10:47.782.516,495.871.933 ms,12 B,,48,02,IN txn   [3967 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5451,10:47.782.516,495.746.216 ms,,,48,02,   [3967 IN-NAK],
1,HS,5452,10:48.278.387,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5453,10:48.278.387,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5454,10:48.278.388,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5455,10:48.917.259,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5456,10:48.278.513,638.878.550 ms,12 B,,48,02,IN txn   [5111 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5457,10:48.278.513,638.752.850 ms,,,48,02,   [5111 IN-NAK],
1,HS,5458,10:48.917.391,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5459,10:48.917.391,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5460,10:48.917.392,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5461,10:49.430.261,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5462,10:48.917.526,512.868.733 ms,12 B,,48,02,IN txn   [4103 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5463,10:48.917.526,512.743.033 ms,,,48,02,   [4103 IN-NAK],
1,HS,5464,10:49.430.394,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5465,10:49.430.394,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5466,10:49.430.395,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5467,10:50.112.265,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5468,10:49.430.531,681.868.016 ms,12 B,,48,02,IN txn   [5455 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5469,10:49.430.531,681.742.316 ms,,,48,02,   [5455 IN-NAK],
1,HS,5470,10:50.112.398,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5471,10:50.112.398,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5472,10:50.112.399,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5473,10:50.835.269,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5474,10:50.112.526,722.877.516 ms,12 B,,48,02,IN txn   [5783 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5475,10:50.112.526,722.751.800 ms,,,48,02,   [5783 IN-NAK],
1,HS,5476,10:50.835.402,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5477,10:50.835.403,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5478,10:50.835.404,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5479,10:51.793.275,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5480,10:50.835.539,957.870.816 ms,12 B,,48,02,IN txn   [7663 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5481,10:50.835.539,957.745.116 ms,,,48,02,   [7663 IN-NAK],
1,HS,5482,10:51.793.408,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5483,10:51.793.409,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5484,10:51.793.410,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5485,10:52.279.277,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5486,10:51.793.544,485.868.583 ms,12 B,,48,02,IN txn   [3887 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5487,10:51.793.544,485.742.883 ms,,,48,02,   [3887 IN-NAK],
1,HS,5488,10:52.279.411,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5489,10:52.279.412,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5490,10:52.279.412,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5491,10:53.000.282,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5492,10:52.279.547,720.869.883 ms,12 B,,48,02,IN txn   [5767 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5493,10:52.279.547,720.744.183 ms,,,48,02,   [5767 IN-NAK],
1,HS,5494,10:53.000.416,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5495,10:53.000.416,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5496,10:53.000.417,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5497,10:53.905.287,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5498,10:53.000.544,904.878.283 ms,12 B,,48,02,IN txn   [7239 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5499,10:53.000.544,904.752.583 ms,,,48,02,   [7239 IN-NAK],
1,HS,5500,10:53.905.421,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5501,10:53.905.422,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5502,10:53.905.422,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5503,10:54.788.292,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5504,10:53.905.555,882.873.283 ms,12 B,,48,02,IN txn   [7063 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5505,10:53.905.555,882.747.583 ms,,,48,02,   [7063 IN-NAK],
1,HS,5506,10:54.788.427,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5507,10:54.788.427,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5508,10:54.788.428,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5509,10:55.537.296,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5510,10:54.788.562,748.870.216 ms,12 B,,48,02,IN txn   [5991 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5511,10:54.788.562,748.744.516 ms,,,48,02,   [5991 IN-NAK],
1,HS,5512,10:55.537.431,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5513,10:55.537.432,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5514,10:55.537.432,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5515,10:56.210.300,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5516,10:55.537.561,672.875.133 ms,12 B,,48,02,IN txn   [5383 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5517,10:55.537.561,672.749.433 ms,,,48,02,   [5383 IN-NAK],
1,HS,5518,10:56.210.435,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5519,10:56.210.436,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5520,10:56.210.437,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5521,10:56.861.303,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5522,10:56.210.571,650.869.616 ms,12 B,,48,02,IN txn   [5207 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5523,10:56.210.571,650.743.900 ms,,,48,02,   [5207 IN-NAK],
1,HS,5524,10:56.861.439,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5525,10:56.861.440,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5526,10:56.861.441,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5527,10:57.474.307,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5528,10:56.861.567,612.877.100 ms,12 B,,48,02,IN txn   [4903 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5529,10:56.861.567,612.751.366 ms,,,48,02,   [4903 IN-NAK],
1,HS,5530,10:57.474.443,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5531,10:57.474.444,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5532,10:57.474.444,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5533,10:58.122.310,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5534,10:57.474.579,647.869.566 ms,12 B,,48,02,IN txn   [5183 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5535,10:57.474.579,647.743.866 ms,,,48,02,   [5183 IN-NAK],
1,HS,5536,10:58.122.447,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5537,10:58.122.448,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5538,10:58.122.448,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5539,10:58.880.315,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5540,10:58.122.574,757.882.750 ms,12 B,,48,02,IN txn   [6063 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5541,10:58.122.574,757.753.050 ms,,,48,02,   [6063 IN-NAK],
1,HS,5542,10:58.880.456,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5543,10:58.880.456,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5544,10:58.880.457,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5545,10:59.857.320,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5546,10:58.880.584,976.874.750 ms,12 B,,48,02,IN txn   [7815 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5547,10:58.880.584,976.749.050 ms,,,48,02,   [7815 IN-NAK],
1,HS,5548,10:59.857.458,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5549,10:59.857.458,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5550,10:59.857.459,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5551,11:00.820.325,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5552,10:59.857.584,962.880.583 ms,12 B,,48,02,IN txn   [7703 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5553,10:59.857.584,962.754.883 ms,,,48,02,   [7703 IN-NAK],
1,HS,5554,11:00.820.464,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5555,11:00.820.464,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5556,11:00.820.465,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5557,11:01.720.331,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5558,11:00.820.591,899.878.816 ms,12 B,,48,02,IN txn   [7199 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5559,11:00.820.591,899.753.116 ms,,,48,02,   [7199 IN-NAK],
1,HS,5560,11:01.720.469,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5561,11:01.720.470,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5562,11:01.720.470,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5563,11:02.327.334,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5564,11:01.720.597,606.877.050 ms,12 B,,48,02,IN txn   [4855 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5565,11:01.720.597,606.751.350 ms,,,48,02,   [4855 IN-NAK],
1,HS,5566,11:02.327.473,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5567,11:02.327.473,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5568,11:02.327.474,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5569,11:03.237.339,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5570,11:02.327.614,909.865.666 ms,12 B,,48,02,IN txn   [7279 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5571,11:02.327.614,909.739.966 ms,,,48,02,   [7279 IN-NAK],
1,HS,5572,11:03.237.478,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5573,11:03.237.479,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5574,11:03.237.479,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5575,11:03.823.342,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5576,11:03.237.606,585.759.766 ms,12 B,,48,02,IN txn   [4686 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5577,11:03.237.606,585.631.033 ms,,,48,02,   [4686 IN-NAK],
1,HS,5578,11:03.823.365,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5579,11:03.823.365,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5580,11:03.823.366,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5581,11:04.743.347,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5582,11:03.823.493,919.995.500 ms,12 B,,48,02,IN txn   [7360 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5583,11:03.823.493,919.869.800 ms,,,48,02,   [7360 IN-NAK],
1,HS,5584,11:04.743.487,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5585,11:04.743.488,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5586,11:04.743.489,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5587,11:05.382.351,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5588,11:04.743.623,638.869.283 ms,12 B,,48,02,IN txn   [5111 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5589,11:04.743.623,638.743.583 ms,,,48,02,   [5111 IN-NAK],
1,HS,5590,11:05.382.491,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5591,11:05.382.492,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5592,11:05.382.493,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5593,11:06.255.356,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5594,11:05.382.626,872.872.050 ms,12 B,,48,02,IN txn   [6983 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5595,11:05.382.626,872.746.350 ms,,,48,02,   [6983 IN-NAK],
1,HS,5596,11:06.255.497,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5597,11:06.255.497,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5598,11:06.255.498,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5599,11:07.149.361,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5600,11:06.255.632,893.871.450 ms,12 B,,48,02,IN txn   [7151 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5601,11:06.255.632,893.745.750 ms,,,48,02,   [7151 IN-NAK],
1,HS,5602,11:07.149.502,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5603,11:07.149.503,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5604,11:07.149.503,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5605,11:07.675.364,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5606,11:07.149.629,525.877.566 ms,12 B,,48,02,IN txn   [4207 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5607,11:07.149.629,525.751.866 ms,,,48,02,   [4207 IN-NAK],
1,HS,5608,11:07.675.505,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5609,11:07.675.506,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5610,11:07.675.506,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5611,11:08.561.369,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5612,11:07.675.632,885.754.966 ms,12 B,,48,02,IN txn   [7086 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5613,11:07.675.632,885.629.266 ms,,,48,02,   [7086 IN-NAK],
1,HS,5614,11:08.561.386,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5615,11:08.561.386,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5616,11:08.561.387,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5617,11:09.160.372,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5618,11:08.561.521,598.994.316 ms,12 B,,48,02,IN txn   [4792 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5619,11:08.561.521,598.868.616 ms,,,48,02,   [4792 IN-NAK],
1,HS,5620,11:09.160.514,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5621,11:09.160.515,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5622,11:09.160.516,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5623,11:09.833.376,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5624,11:09.160.650,672.869.666 ms,12 B,,48,02,IN txn   [5383 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5625,11:09.160.650,672.743.966 ms,,,48,02,   [5383 IN-NAK],
1,HS,5626,11:09.833.518,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5627,11:09.833.519,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5628,11:09.833.520,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5629,11:10.574.380,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5630,11:09.833.654,740.870.116 ms,12 B,,48,02,IN txn   [5927 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5631,11:09.833.654,740.744.416 ms,,,48,02,   [5927 IN-NAK],
1,HS,5632,11:10.574.523,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5633,11:10.574.523,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5634,11:10.574.524,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5635,11:11.373.385,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5636,11:10.574.648,798.880.550 ms,12 B,,48,02,IN txn   [6391 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5637,11:10.574.648,798.754.833 ms,,,48,02,   [6391 IN-NAK],
1,HS,5638,11:11.373.528,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5639,11:11.373.528,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5640,11:11.373.529,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5641,11:11.776.387,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5642,11:11.373.660,402.871.533 ms,12 B,,48,02,IN txn   [3223 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5643,11:11.373.660,402.745.833 ms,,,48,02,   [3223 IN-NAK],
1,HS,5644,11:11.776.530,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5645,11:11.776.531,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,5646,11:11.776.531,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,5647,11:12.740.393,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,5648,11:11.776.666,963.871.400 ms,12 B,,48,02,IN txn   [7711 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,5649,11:11.776.666,963.745.700 ms,,,48,02,   [7711 IN-NAK],
1,HS,5650,11:12.740.536,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,5651,11:12.740.537,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,5652,11:12.740.537,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,5653,11:13.389.396,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,5654,11:12.740.672,648.869.533 ms,12 B,,48,02,IN txn   [5191 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
