# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
0,FS,8327,12:45.686.124,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8328,12:45.089.911,600.015.000 ms,18 B,,12,02,IN txn   [150 POLL],20 00 41 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8329,12:45.089.911,595.999.500 ms,,,12,02,   [150 IN-NAK],
1,FS,8330,12:45.689.906,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8331,12:45.689.909,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 41 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 8E CE
1,FS,8332,12:45.689.925,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8333,12:46.183.127,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8334,12:45.693.914,496.014.000 ms,18 B,,12,02,IN txn   [124 POLL],20 00 42 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8335,12:45.693.914,491.998.416 ms,,,12,02,   [124 IN-NAK],
1,FS,8336,12:46.189.909,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8337,12:46.189.912,14.333 us,21 B,,12,02,   DATA1 packet,4B 20 00 42 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD F0 AF
1,FS,8338,12:46.189.928,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8339,12:46.624.129,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8340,12:46.193.917,440.014.000 ms,18 B,,12,02,IN txn   [110 POLL],20 00 43 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8341,12:46.193.917,435.998.500 ms,,,12,02,   [110 IN-NAK],
1,FS,8342,12:46.633.911,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8343,12:46.633.915,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 43 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 0F AF
1,FS,8344,12:46.633.930,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8345,12:47.538.134,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8346,12:46.637.920,908.015.833 ms,18 B,,12,02,IN txn   [227 POLL],20 00 44 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8347,12:46.637.920,904.000.416 ms,,,12,02,   [227 IN-NAK],
1,FS,8348,12:47.545.916,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8349,12:47.545.920,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 44 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 73 0D
1,FS,8350,12:47.545.935,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8351,12:47.950.136,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8352,12:47.549.940,403.997.583 ms,18 B,,12,02,IN txn   [101 POLL],20 00 45 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8353,12:47.549.940,399.982.000 ms,,,12,02,   [101 IN-NAK],
1,FS,8354,12:47.953.918,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8355,12:47.953.922,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 45 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 8C 0D
1,FS,8356,12:47.953.937,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8357,12:48.749.140,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8358,12:47.957.926,796.015.916 ms,18 B,,12,02,IN txn   [199 POLL],20 00 46 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8359,12:47.957.926,792.000.500 ms,,,12,02,   [199 IN-NAK],
1,FS,8360,12:48.753.923,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8361,12:48.753.926,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 46 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD F2 6C
1,FS,8362,12:48.753.941,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8363,12:49.256.142,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8364,12:48.757.923,504.022.083 ms,18 B,,12,02,IN txn   [126 POLL],20 00 47 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8365,12:48.757.923,500.006.666 ms,,,12,02,   [126 IN-NAK],
1,FS,8366,12:49.261.926,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8367,12:49.261.929,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 47 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 0D 6C
1,FS,8368,12:49.261.944,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8369,12:49.840.145,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8370,12:49.265.934,584.014.083 ms,18 B,,12,02,IN txn   [146 POLL],20 00 48 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8371,12:49.265.934,579.998.583 ms,,,12,02,   [146 IN-NAK],
1,FS,8372,12:49.849.929,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8373,12:49.849.932,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 48 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 76 08
1,FS,8374,12:49.849.947,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8375,12:50.821.150,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8376,12:49.853.937,972.016.916 ms,18 B,,12,02,IN txn   [243 POLL],20 00 49 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8377,12:49.853.937,968.001.500 ms,,,12,02,   [243 IN-NAK],
1,FS,8378,12:50.825.934,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8379,12:50.825.937,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 49 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 89 08
1,FS,8380,12:50.825.953,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8381,12:51.308.153,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8382,12:50.829.942,488.014.250 ms,18 B,,12,02,IN txn   [122 POLL],20 00 4A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8383,12:50.829.942,483.998.666 ms,,,12,02,   [122 IN-NAK],
1,FS,8384,12:51.317.937,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8385,12:51.317.940,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 4A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD F7 69
1,FS,8386,12:51.317.955,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8387,12:52.193.157,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8388,12:51.321.945,876.015.583 ms,18 B,,12,02,IN txn   [219 POLL],20 00 4B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8389,12:51.321.945,872.000.166 ms,,,12,02,   [219 IN-NAK],
1,FS,8390,12:52.197.941,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8391,12:52.197.945,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 4B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 08 69
1,FS,8392,12:52.197.960,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8393,12:53.007.161,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8394,12:52.201.968,807.997.583 ms,18 B,,12,02,IN txn   [202 POLL],20 00 4C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8395,12:52.201.968,803.982.083 ms,,,12,02,   [202 IN-NAK],
1,FS,8396,12:53.009.946,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8397,12:53.009.949,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 4C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 74 CB
1,FS,8398,12:53.009.965,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8399,12:53.508.164,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8400,12:53.013.954,504.013.583 ms,18 B,,12,02,IN txn   [126 POLL],20 00 4D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8401,12:53.013.954,499.998.166 ms,,,12,02,   [126 IN-NAK],
1,FS,8402,12:53.517.949,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8403,12:53.517.952,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 4D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 8B CB
1,FS,8404,12:53.517.967,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8405,12:54.293.168,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8406,12:53.521.957,780.015.500 ms,18 B,,12,02,IN txn   [195 POLL],20 00 4E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8407,12:53.521.957,776.000.000 ms,,,12,02,   [195 IN-NAK],
1,FS,8408,12:54.301.953,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8409,12:54.301.956,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 4E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD F5 AA
1,FS,8410,12:54.301.972,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8411,12:54.885.171,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8412,12:54.305.961,584.014.750 ms,18 B,,12,02,IN txn   [146 POLL],20 00 4F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8413,12:54.305.961,579.999.333 ms,,,12,02,   [146 IN-NAK],
1,FS,8414,12:54.889.956,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8415,12:54.889.959,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 4F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 0A AA
1,FS,8416,12:54.889.975,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8417,12:55.459.174,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8418,12:54.893.964,576.014.833 ms,18 B,,12,02,IN txn   [144 POLL],20 00 50 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8419,12:54.893.964,571.999.416 ms,,,12,02,   [144 IN-NAK],
1,FS,8420,12:55.469.959,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8421,12:55.469.962,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 50 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 7C 02
1,FS,8422,12:55.469.978,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8423,12:56.427.178,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8424,12:55.473.967,964.016.833 ms,18 B,,12,02,IN txn   [241 POLL],20 00 51 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8425,12:55.473.967,960.001.333 ms,,,12,02,   [241 IN-NAK],
1,FS,8426,12:56.437.964,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8427,12:56.437.968,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 51 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 83 02
1,FS,8428,12:56.437.983,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8429,12:57.312.183,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8430,12:56.441.973,872.016.000 ms,18 B,,12,02,IN txn   [218 POLL],20 00 52 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8431,12:56.441.973,868.000.416 ms,,,12,02,   [218 IN-NAK],
1,FS,8432,12:57.313.969,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8433,12:57.313.972,14.333 us,21 B,,12,02,   DATA1 packet,4B 20 00 52 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD FD 63
1,FS,8434,12:57.313.988,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8435,12:58.121.187,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8436,12:57.317.977,812.016.083 ms,18 B,,12,02,IN txn   [203 POLL],20 00 53 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8437,12:57.317.977,808.000.583 ms,,,12,02,   [203 IN-NAK],
1,FS,8438,12:58.129.973,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8439,12:58.129.977,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 53 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 02 63
1,FS,8440,12:58.129.992,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8441,12:58.662.190,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8442,12:58.133.981,536.014.583 ms,18 B,,12,02,IN txn   [134 POLL],20 00 54 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8443,12:58.133.981,531.999.000 ms,,,12,02,   [134 IN-NAK],
1,FS,8444,12:58.669.976,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8445,12:58.669.980,14.333 us,21 B,,12,02,   DATA1 packet,4B 20 00 54 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 7E C1
1,FS,8446,12:58.669.995,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8447,12:59.173.192,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8448,12:58.673.984,504.014.250 ms,18 B,,12,02,IN txn   [126 POLL],20 00 55 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8449,12:58.673.984,499.998.833 ms,,,12,02,   [126 IN-NAK],
1,FS,8450,12:59.177.979,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8451,12:59.177.982,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 55 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 81 C1
1,FS,8452,12:59.177.998,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8453,13:00.051.197,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8454,12:59.181.987,876.016.500 ms,18 B,,12,02,IN txn   [219 POLL],20 00 56 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8455,12:59.181.987,872.000.916 ms,,,12,02,   [219 IN-NAK],
1,FS,8456,13:00.057.984,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8457,13:00.057.987,14.333 us,21 B,,12,02,   DATA1 packet,4B 20 00 56 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD FF A0
1,FS,8458,13:00.058.003,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8459,13:00.721.200,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8460,13:00.061.984,664.022.500 ms,18 B,,12,02,IN txn   [166 POLL],20 00 57 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8461,13:00.061.984,660.007.083 ms,,,12,02,   [166 IN-NAK],
1,FS,8462,13:00.725.988,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8463,13:00.725.991,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 57 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 00 A0
1,FS,8464,13:00.726.006,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8465,13:00.730.011,743.993.166 ms,8 B,,12,02,IN txn   [186 POLL],03 20 4D 04 80 01 00 00
1,FS,8466,13:00.730.011,739.984.500 ms,,,12,02,   [186 IN-NAK],
1,FS,8467,13:01.473.992,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8468,13:01.473.995,7.416 us,11 B,,12,02,   DATA1 packet,4B 03 20 4D 04 80 01 00 00 58 3E
1,FS,8469,13:01.474.003,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8470,13:01.545.204,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8471,13:01.478.016,71.995.500 ms,18 B,,12,02,IN txn   [18 POLL],20 00 58 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8472,13:01.478.016,67.979.916 ms,,,12,02,   [18 IN-NAK],
1,FS,8473,13:01.549.992,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8474,13:01.549.995,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 58 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 7B C4
1,FS,8475,13:01.550.011,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8476,13:02.153.207,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8477,13:01.553.993,608.021.500 ms,18 B,,12,02,IN txn   [152 POLL],20 00 59 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8478,13:01.553.993,604.006.083 ms,,,12,02,   [152 IN-NAK],
1,FS,8479,13:02.161.995,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8480,13:02.161.999,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 59 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 84 C4
1,FS,8481,13:02.162.014,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8482,13:02.932.211,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8483,13:02.166.004,776.015.166 ms,18 B,,12,02,IN txn   [194 POLL],20 00 5A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8484,13:02.166.004,771.999.583 ms,,,12,02,   [194 IN-NAK],
1,FS,8485,13:02.942.000,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8486,13:02.942.003,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 5A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD FA A5
1,FS,8487,13:02.942.018,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8488,13:03.522.214,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8489,13:02.946.007,584.014.833 ms,18 B,,12,02,IN txn   [146 POLL],20 00 5B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8490,13:02.946.007,579.999.416 ms,,,12,02,   [146 IN-NAK],
1,FS,8491,13:03.530.003,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8492,13:03.530.006,14.333 us,21 B,,12,02,   DATA1 packet,4B 20 00 5B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 05 A5
1,FS,8493,13:03.530.021,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8494,13:04.291.218,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8495,13:03.534.012,764.014.416 ms,18 B,,12,02,IN txn   [191 POLL],20 00 5C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8496,13:03.534.012,759.998.916 ms,,,12,02,   [191 IN-NAK],
1,FS,8497,13:04.298.007,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8498,13:04.298.010,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 5C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 79 07
1,FS,8499,13:04.298.026,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8500,13:05.132.222,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8501,13:04.302.015,836.016.166 ms,18 B,,12,02,IN txn   [209 POLL],20 00 5D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8502,13:04.302.015,832.000.666 ms,,,12,02,   [209 IN-NAK],
1,FS,8503,13:05.138.011,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8504,13:05.138.015,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 5D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 86 07
1,FS,8505,13:05.138.030,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8506,13:05.988.227,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8507,13:05.142.021,856.014.583 ms,18 B,,12,02,IN txn   [214 POLL],20 00 5E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8508,13:05.142.021,851.999.000 ms,,,12,02,   [214 IN-NAK],
1,FS,8509,13:05.998.016,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8510,13:05.998.019,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 5E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD F8 66
1,FS,8511,13:05.998.035,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8512,13:06.932.231,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8513,13:06.002.016,940.024.583 ms,18 B,,12,02,IN txn   [235 POLL],20 00 5F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8514,13:06.002.016,936.009.083 ms,,,12,02,   [235 IN-NAK],
1,FS,8515,13:06.942.021,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8516,13:06.942.024,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 5F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 07 66
1,FS,8517,13:06.942.040,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8518,13:07.671.235,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8519,13:06.946.029,728.015.666 ms,18 B,,12,02,IN txn   [182 POLL],20 00 60 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8520,13:06.946.029,724.000.083 ms,,,12,02,   [182 IN-NAK],
1,FS,8521,13:07.674.025,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8522,13:07.674.028,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 60 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 68 16
1,FS,8523,13:07.674.044,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8524,13:08.141.237,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8525,13:07.678.033,472.014.250 ms,18 B,,12,02,IN txn   [118 POLL],20 00 61 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8526,13:07.678.033,467.998.750 ms,,,12,02,   [118 IN-NAK],
1,FS,8527,13:08.150.028,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8528,13:08.150.031,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 61 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 97 16
1,FS,8529,13:08.150.046,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8530,13:09.119.242,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8531,13:08.154.036,972.016.916 ms,18 B,,12,02,IN txn   [243 POLL],20 00 62 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8532,13:08.154.036,968.001.416 ms,,,12,02,   [243 IN-NAK],
1,FS,8533,13:09.126.033,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8534,13:09.126.036,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 62 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD E9 77
1,FS,8535,13:09.126.052,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8536,13:09.743.245,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8537,13:09.130.041,616.014.916 ms,18 B,,12,02,IN txn   [154 POLL],20 00 63 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8538,13:09.130.041,611.999.500 ms,,,12,02,   [154 IN-NAK],
1,FS,8539,13:09.746.036,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8540,13:09.746.040,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 63 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 16 77
1,FS,8541,13:09.746.055,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8542,13:10.681.250,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8543,13:09.750.044,940.016.666 ms,18 B,,12,02,IN txn   [235 POLL],20 00 64 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8544,13:09.750.044,936.001.250 ms,,,12,02,   [235 IN-NAK],
1,FS,8545,13:10.690.041,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8546,13:10.690.045,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 64 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 6A D5
1,FS,8547,13:10.690.060,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8548,13:11.412.254,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8549,13:10.694.049,724.015.583 ms,18 B,,12,02,IN txn   [181 POLL],20 00 65 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8550,13:10.694.049,720.000.083 ms,,,12,02,   [181 IN-NAK],
1,FS,8551,13:11.418.045,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8552,13:11.418.049,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 65 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 95 D5
1,FS,8553,13:11.418.064,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8554,13:11.924.256,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,8555,13:11.422.053,512.014.416 ms,18 B,,12,02,IN txn   [128 POLL],20 00 66 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8556,13:11.422.053,507.998.916 ms,,,12,02,   [128 IN-NAK],
1,FS,8557,13:11.934.048,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,8558,13:11.934.051,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 66 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD EB B4
1,FS,8559,13:11.934.067,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,8560,13:12.923.261,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,8561,13:11.938.057,996.015.583 ms,18 B,,12,02,IN txn   [249 POLL],20 00 67 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,8562,13:11.938.057,992.000.083 ms,,,12,02,   [249 IN-NAK],
